"","V1","V2"
"198",0.607980898510512,0.69
"199",0.61,0.681607906237296
"200",0.610371288297406,0.68
"201",0.61272523220303,0.67
"202",0.61513941374288,0.66
"203",0.617616023228962,0.65
"204",0.62,0.640614777836004
"205",0.620150702817701,0.64
"206",0.622649134867728,0.63
"207",0.625214559871228,0.62
"208",0.627849496748357,0.61
"209",0.63,0.602042320209199
"210",0.630535299096134,0.6
"211",0.633211130800174,0.59
"212",0.635962125869123,0.58
"213",0.638791192512024,0.57
"214",0.64,0.565823508221498
"215",0.641642369878659,0.56
"216",0.64453330127245,0.55
"217",0.64750920136448,0.54
"218",0.65,0.531855859380091
"219",0.650555322913914,0.53
"220",0.653611996910374,0.52
"221",0.656761571939836,0.51
"222",0.66,0.500023572101113
"223",0.660007515066541,0.5
"224",0.663258040107908,0.49
"225",0.666610455496537,0.48
"226",0.67,0.47019649063253
"227",0.670066969882182,0.47
"228",0.67354190934093,0.46
"229",0.677128700379771,0.45
"230",0.68,0.442222328368557
"231",0.680811676214826,0.44
"232",0.684543761385525,0.43
"233",0.68839831694626,0.42
"234",0.69,0.415940893203522
"235",0.692327595362348,0.41
"236",0.696350549225488,0.4
"237",0.7,0.391201484967925
"238",0.700496311010108,0.39
"239",0.704703451567061,0.38
"240",0.709049008523582,0.37
"241",0.71,0.367850311449346
"242",0.713471498016199,0.36
"243",0.718018773979605,0.35
"244",0.72,0.345728972940909
"245",0.722664670434247,0.34
"246",0.727420208766633,0.33
"247",0.73,0.324679657101018
"248",0.732282395065946,0.32
"249",0.737242943501159,0.31
"250",0.74,0.304529471498034
"251",0.742303648675619,0.3
"252",0.747448983698033,0.29
"253",0.75,0.285083024031949
"254",0.752670487322953,0.28
"255",0.757951227675841,0.27
"256",0.76,0.266102218011227
"257",0.763260099021578,0.26
"258",0.768576676573375,0.25
"259",0.77,0.247253561389958
"260",0.773836360252701,0.24
"261",0.779001915494464,0.23
"262",0.78,0.227948156508451
"263",0.783963680951705,0.22
"264",0.788636685674958,0.21
"265",0.79,0.206697221239121
"266",0.792848886935048,0.2
"267",0.796406304758417,0.19
"268",0.799032140829931,0.18
"269",0.8,0.172452790951127
"270",0.800327137471162,0.17
"271",0.8,0.164205840077884
"272",0.799748406242268,0.16
"273",0.796516436248372,0.15
"274",0.79,0.140629174706771
"275",0.78953247810333,0.14
"276",0.78,0.132208532130933
"277",0.777096794659277,0.13
"278",0.77,0.126346804844163
"279",0.76,0.12153420606535
"280",0.756634148395561,0.12
"281",0.75,0.117817955245496
"282",0.74,0.11469037575989
"283",0.73,0.111738567398825
"284",0.723814145147997,0.11
"285",0.72,0.109195893219978
"286",0.71,0.107164515105406
"287",0.7,0.105228139346042
"288",0.69,0.103383002166273
"289",0.68,0.101625734117507
"290",0.670282906527277,0.1
"291",0.67,0.0999635690482065
"292",0.66,0.0987185607668376
"293",0.65,0.0975298801015139
"294",0.64,0.0963969279521287
"295",0.63,0.0953192936613466
"296",0.62,0.0942967609970477
"297",0.61,0.0933293162526676
"298",0.6,0.0924171587074763
"299",0.59,0.0915607137481547
"300",0.58,0.0907606490244013
"301",0.57,0.0900178940979381
"302",0.569740123394032,0.09
"303",0.56,0.0894728568115823
"304",0.55,0.0889779548551524
"305",0.54,0.0885312412058114
"306",0.53,0.0881348126791844
"307",0.52,0.0877910926959059
"308",0.51,0.0875028757970571
"309",0.5,0.0872733804458964
"310",0.49,0.0871063118970175
"311",0.48,0.087005937368429
"312",0.47,0.0869771763403688
"313",0.46,0.0870257095722227
"314",0.45,0.0871581114384732
"315",0.44,0.0873820115239114
"316",0.43,0.087706293211445
"317",0.42,0.0881413394200396
"318",0.41,0.0886993389622218
"319",0.4,0.0893946715661886
"320",0.392860093945648,0.09
"321",0.39,0.0903092830108514
"322",0.38,0.0916089874439273
"323",0.37,0.0931682330489325
"324",0.36,0.0950286378159588
"325",0.35,0.097241828026441
"326",0.34,0.0998725527435839
"327",0.339583246867701,0.1
"328",0.33,0.103849883326763
"329",0.32,0.108695033842725
"330",0.317714918221453,0.11
"331",0.31,0.115971767195813
"332",0.305659016303104,0.12
"333",0.3,0.127410990874385
"334",0.298335140318074,0.13
"335",0.293913076777109,0.14
"336",0.291119108425079,0.15
"337",0.29,0.156826750764881
